Service Request (SR) Number,SR Type Code,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile,Calculated Council District
14-00104939,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 05:36:18 PM,05/31/2014 05:36:18 PM,05/31/2014 05:36:18 PM,,"8615 S CONGRESS AVE, AUSTIN, TX",8615,CONGRESS,AUSTIN,78745,TRAVIS,3101586.92889612,10035335.2506789,30.17151472,-97.78567719,"(30.17151472, -97.78567719)",2,674N,MG14,2
14-00104938,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/31/2014 05:35:58 PM,05/31/2014 05:35:58 PM,05/31/2014 05:35:58 PM,,"9000 FRANCIA TRL, AUSTIN, TX",9000,FRANCIA,AUSTIN,78748,TRAVIS,3098930.10735858,10035036.6191179,30.17086084,-97.79410408,"(30.17086084, -97.79410408)",2,673R,MF14,2
14-00069788,COAACBAT,Bat Complaint,Animal Services Office,Phone,Closed,05/31/2014 06:33:49 PM,04/16/2014 10:47:44 PM,05/31/2014 05:35:55 PM,05/31/2014 06:33:49 PM,"15504 PESCADO CIR, AUSTIN, TX",15504,PESCADO,AUSTIN,78734,TRAVIS,3054824.40552802,10118529.2608507,30.40306993,-97.92793033,"(30.40306993, -97.92793033)",,460Y,WZ34,
14-00104936,ACFOUND,Found Animal - Pick Up,Animal Services Office,Phone,Open,05/31/2014 05:34:16 PM,05/31/2014 05:34:16 PM,05/31/2014 05:34:16 PM,,"4201 BALCONES WOODS DR, AUSTIN, TX",4201,BALCONES WOODS,AUSTIN,78759,TRAVIS,3115397.45822428,10120734.9260339,30.40538809,-97.73567558,"(30.40538809, -97.73567558)",7,465X,MJ34,7
14-00104907,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,Closed,05/31/2014 05:30:10 PM,05/31/2014 04:49:48 PM,05/31/2014 05:30:11 PM,05/31/2014 05:30:10 PM,"W 45TH ST & BULL CREEK RD, AUSTIN, TX",,W 45TH ST & BULL CREEK RD,AUSTIN,78731,TRAVIS,3110500.5,10089764,30.32056668,-97.75348365,"(30.32056668, -97.75348365)",10,554H,MH27,10
14-00104931,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Duplicate (open),05/31/2014 05:28:00 PM,05/31/2014 05:28:00 PM,05/31/2014 05:28:00 PM,,"160 W SLAUGHTER LN, AUSTIN, TX",160,SLAUGHTER,AUSTIN,78748,TRAVIS,3099895.92346306,10033777.4551974,30.16733894,-97.79113963,"(30.16733894, -97.79113963)",2,674S,MG13,2
14-00104533,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 06:18:47 PM,05/31/2014 09:44:06 AM,05/31/2014 05:20:53 PM,05/31/2014 06:18:47 PM,"1115 MARK ST, AUSTIN, TX",1115,MARK,AUSTIN,78721,TRAVIS,3131120.25285144,10072141.3787587,30.2707939,-97.68947747,"(30.2707939, -97.68947747)",3,586T,ML22,3
14-00104915,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 06:13:47 PM,05/31/2014 04:59:13 PM,05/31/2014 05:15:53 PM,05/31/2014 06:13:47 PM,"833 WHITEHALL DR, PFLUGERVILLE, TX",833,WHITEHALL,PFLUGERVILLE,78660,TRAVIS,3146433.37934727,10144022.1387795,30.46736973,-97.63546178,"(30.46736973, -97.63546178)",,437D,MP39,
14-00104916,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 05:03:40 PM,05/31/2014 05:01:38 PM,05/31/2014 05:03:40 PM,05/31/2014 05:03:40 PM,"11916 NATURES BND, AUSTIN, TX 78753",11916,NATURES,AUSTIN,78753,TRAVIS,3136947.92526567,10115900.9340517,30.39069855,-97.66770077,"(30.39069855, -97.66770077)",1,496M,MM32,1
14-00104917,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,New,05/31/2014 05:03:28 PM,05/31/2014 05:03:28 PM,05/31/2014 05:03:28 PM,,"9749 ANDERSON VILLAGE DR, AUSTIN, TX",9749,ANDERSON VILLAGE,AUSTIN,78729,WILLIAMSON,3098977.33889578,10140409.2604464,30.46051431,-97.78632057,"(30.46051431, -97.78632057)",6,434J,MG38,6
14-00104544,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 05:58:45 PM,05/31/2014 09:51:44 AM,05/31/2014 05:00:51 PM,05/31/2014 05:58:45 PM,"6405 CLUBWAY LN, AUSTIN, TX",6405,CLUBWAY,AUSTIN,78745,TRAVIS,3097522.90699141,10047457.5232334,30.20509239,-97.79766011,"(30.20509239, -97.79766011)",2,643R,MF17,2
14-00104912,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:57:49 PM,05/31/2014 04:57:17 PM,05/31/2014 04:57:50 PM,05/31/2014 04:57:49 PM,"812 WATERFALL WAY, AUSTIN, TX 78753",812,WATERFALL,AUSTIN,78753,TRAVIS,3137284.94798063,10115832.6423379,30.39048862,-97.66663734,"(30.39048862, -97.66663734)",1,497J,MN32,1
14-00094074,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:55:55 PM,05/17/2014 03:21:51 PM,05/31/2014 04:55:56 PM,05/31/2014 04:55:55 PM,"812 W 10TH ST, AUSTIN, TX 78701",812,10TH,AUSTIN,78701,TRAVIS,3111912.25,10073085,30.27462845,-97.75023786,"(30.27462845, -97.75023786)",9,585N,MJ23,9
14-00104906,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:53:46 PM,05/31/2014 04:49:44 PM,05/31/2014 04:53:47 PM,05/31/2014 04:53:46 PM,"11400 DAY CAMP LN, AUSTIN, TX 78754",11400,DAY CAMP,AUSTIN,78754,TRAVIS,3140767.06,10110031.1,30.37431131,-97.65603919,"(30.37431131, -97.65603919)",1,497T,MN31,1
14-00104910,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/31/2014 04:50:58 PM,05/31/2014 04:50:58 PM,05/31/2014 04:50:58 PM,,"11205 MC KINNEY SPRING DR, AUSTIN, TX",11205,MC KINNEY SPRING,AUSTIN,78717,WILLIAMSON,3095993.63703452,10151603.3376537,30.49147314,-97.79497767,"(30.49147314, -97.79497767)",6,403M,MF41,6
14-00104905,SBDEBROW,Debris in Street,Public Works,Phone,New,05/31/2014 04:49:40 PM,05/31/2014 04:49:40 PM,05/31/2014 04:49:40 PM,,"3000 WASHINGTON SQ, AUSTIN, TX",3000,WASHINGTON,AUSTIN,78705,TRAVIS,3113723.60594299,10081490.6572924,30.29761856,-97.74388148,"(30.29761856, -97.74388148)",9,555W,MJ25,9
14-00087421,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:46:49 PM,05/08/2014 05:06:32 PM,05/31/2014 04:46:50 PM,05/31/2014 04:46:49 PM,"11400 CALLE VERDE DR, AUSTIN, TX 78759",11400,CALLE VERDE,AUSTIN,78759,TRAVIS,3117256,10120216,30.40384218,-97.7298201,"(30.40384218, -97.7298201)",7,465X,MJ34,7
14-00080062,WWREPORT,Water Waste Report,Austin Water Utility,Web,Closed,05/31/2014 04:46:03 PM,04/29/2014 07:26:30 AM,05/31/2014 04:46:03 PM,05/31/2014 04:46:03 PM,"11400 VIA GRANDE DR, AUSTIN, TX 78739",11400,VIA GRANDE,AUSTIN,78739,TRAVIS,3058753.37,10044010.61,30.19798795,-97.92059671,"(30.19798795, -97.92059671)",,640V,WZ16,8
14-00104902,ACFOUND,Found Animal - Pick Up,Animal Services Office,Phone,Open,05/31/2014 04:43:35 PM,05/31/2014 04:43:35 PM,05/31/2014 04:43:35 PM,,"9749 ANDERSON VILLAGE DR, AUSTIN, TX",9749,ANDERSON VILLAGE,AUSTIN,78729,WILLIAMSON,3098977.33889578,10140409.2604464,30.46051431,-97.78632057,"(30.46051431, -97.78632057)",6,434J,MG38,6
14-00104899,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:43:32 PM,05/31/2014 04:41:49 PM,05/31/2014 04:43:33 PM,05/31/2014 04:43:32 PM,"10912 LONG SUMMER DR, AUSTIN, TX 78754",10912,LONG SUMMER,AUSTIN,78754,TRAVIS,3145339.72,10104118.14,30.35775437,-97.64199644,"(30.35775437, -97.64199644)",1,527G,MP30,1
14-00102499,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 05:38:45 PM,05/28/2014 06:25:52 PM,05/31/2014 04:40:52 PM,05/31/2014 05:38:45 PM,"1108 FLANAGAN CV A, AUSTIN, TX",1108,FLANAGAN,AUSTIN,78704,TRAVIS,3106007.57687962,10060233.5645579,30.23967728,-97.76987627,"(30.23967728, -97.76987627)",3,614Q,MH20,3
14-00104481,COAACBAT,Bat Complaint,Animal Services Office,Phone,Closed,05/31/2014 05:38:44 PM,05/31/2014 08:20:58 AM,05/31/2014 04:40:50 PM,05/31/2014 05:38:44 PM,"2806 CROWNSPOINT DR, AUSTIN, TX",2806,CROWNSPOINT,AUSTIN,78748,TRAVIS,3086360,10039416,30.1836819,-97.83356047,"(30.1836819, -97.83356047)",5,673E,ME15,5
14-00104896,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/31/2014 04:37:38 PM,05/31/2014 04:37:38 PM,05/31/2014 04:37:38 PM,,"1614 CORONA DR, AUSTIN, TX",1614,CORONA,AUSTIN,78723,TRAVIS,3128658.1979319,10085840.7239338,30.3086116,-97.6962458,"(30.3086116, -97.6962458)",4,556T,ML25,4
14-00104893,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,Duplicate (open),05/31/2014 04:35:33 PM,05/31/2014 04:35:33 PM,05/31/2014 04:35:33 PM,,"W WILLIAM CANNON DR &W US 290 HWY, AUSTIN, TX",,W WILLIAM CANNON DR &W US 290 HWY,AUSTIN,78749,TRAVIS,3076074.39,10057511.22,30.23405521,-97.86483462,"(30.23405521, -97.86483462)",8,612T,MC19,8
14-00028876,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 04:33:57 PM,02/18/2014 01:50:30 PM,05/31/2014 04:33:58 PM,05/31/2014 04:33:57 PM,"1500 TAPADERO CT, AUSTIN, TX 78727",1500,TAPADERO,AUSTIN,78727,TRAVIS,3131925.5,10125522,30.4174751,-97.68289885,"(30.4174751, -97.68289885)",7,466Q,MM35,7
14-00104888,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,New,05/31/2014 04:26:53 PM,05/31/2014 04:26:53 PM,05/31/2014 04:26:53 PM,,"710 E BEN WHITE BLVD SVRD WB, AUSTIN, TX",710,BEN WHITE BLVD,AUSTIN,78704,TRAVIS,3110655.0390296,10052890.2553683,30.21919637,-97.75570174,"(30.21919637, -97.75570174)",3,644H,MH18,3
14-00104887,HHSGRAFF,Graffiti Abatement,Health & Human Services,Web,New,05/31/2014 04:26:31 PM,05/31/2014 04:26:31 PM,05/31/2014 04:26:31 PM,,"7700 SHOAL CREEK BLVD, AUSTIN, TX 78757",7700,SHOAL CREEK,AUSTIN,78757,TRAVIS,3114399.75,10102972,30.35662433,-97.74015303,"(30.35662433, -97.74015303)",7,525E,MJ30,7
14-00101420,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 05:23:42 PM,05/27/2014 12:57:09 PM,05/31/2014 04:25:48 PM,05/31/2014 05:23:42 PM,"7707 S IH 35 NB 821, AUSTIN, TX",7707,35,AUSTIN,78744,TRAVIS,3104017.63529597,10038217.8082716,30.17928514,-97.77777772,"(30.17928514, -97.77777772)",2,674K,MG14,2
14-00104884,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/31/2014 04:25:02 PM,05/31/2014 04:25:02 PM,05/31/2014 04:25:02 PM,,"12704 ST MARY DR, MANOR, TX",12704,ST MARY,MANOR,78653,TRAVIS,3180593.68280319,10099540.7390723,30.34277869,-97.53062101,"(30.34277869, -97.53062101)",,530T,MU28,
14-00104883,CONSTRUC,Construction Items- ROW,Transportation,Phone,New,05/31/2014 04:24:42 PM,05/31/2014 04:24:42 PM,05/31/2014 04:24:42 PM,,"5304 AVENUE H, AUSTIN, TX",5304,AVENUE H,AUSTIN,78751,TRAVIS,3121306.59415029,10088764.1804042,30.31712475,-97.71931888,"(30.31712475, -97.71931888)",4,555L,MK26,4
14-00104879,PRTRROWM,Tree Issue ROW/Maintenance (PARD),Parks & Recreation Department,Phone,New,05/31/2014 04:19:44 PM,05/31/2014 04:19:44 PM,05/31/2014 04:19:44 PM,,"1601 MONTOPOLIS DR, AUSTIN, TX",1601,MONTOPOLIS,AUSTIN,78741,TRAVIS,3127708.71424426,10056474.9658458,30.22795227,-97.70145538,"(30.22795227, -97.70145538)",3,616W,ML19,3
14-00104878,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/31/2014 04:18:45 PM,05/31/2014 04:18:45 PM,05/31/2014 04:18:45 PM,,"11603 TEDFORD ST, AUSTIN, TX",11603,TEDFORD,AUSTIN,78753,TRAVIS,3132274.71945691,10113674.0728993,30.38488432,-97.68268681,"(30.38488432, -97.68268681)",7,496Q,MM32,7
14-00104876,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/31/2014 04:15:59 PM,05/31/2014 04:15:59 PM,05/31/2014 04:17:38 PM,,"5720 MC NEIL DR, AUSTIN, TX",5720,MC NEIL,AUSTIN,78729,TRAVIS,3116220.10995089,10135978.0906725,30.44723655,-97.73193603,"(30.44723655, -97.73193603)",,435T,MJ37,
14-00104856,PARMACIS,Parking Machine Issue,Transportation,Phone,Open,05/31/2014 04:17:06 PM,05/31/2014 03:52:45 PM,05/31/2014 04:17:06 PM,,,,,,,,,,,,,,,,
14-00103774,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 05:13:41 PM,05/30/2014 10:20:54 AM,05/31/2014 04:15:48 PM,05/31/2014 05:13:41 PM,"6903 MC KINNEY FALLS PKWY, AUSTIN, TX",6903,MC KINNEY FALLS,AUSTIN,78744,TRAVIS,3121404.96478526,10034362.6483403,30.16757802,-97.72305251,"(30.16757802, -97.72305251)",,675U,MK13,
14-00101227,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 05:08:41 PM,05/27/2014 09:42:23 AM,05/31/2014 04:10:47 PM,05/31/2014 05:08:41 PM,"841 AIRPORT BLVD 62, AUSTIN, TX",841,AIRPORT,AUSTIN,78721,TRAVIS,3130144.51917093,10066916.0099975,30.25649405,-97.69296033,"(30.25649405, -97.69296033)",3,616B,ML21,3
14-00104866,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 04:06:01 PM,05/31/2014 04:06:01 PM,05/31/2014 04:06:01 PM,05/31/2014 04:06:01 PM,"8804 COLONIAL DR, AUSTIN, TX",8804,COLONIAL,AUSTIN,78758,TRAVIS,3122724.39564557,10105744.7686142,30.36370998,-97.71355945,"(30.36370998, -97.71355945)",4,525D,MK30,4
14-00099761,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 05:03:40 PM,05/24/2014 04:19:04 PM,05/31/2014 04:05:47 PM,05/31/2014 05:03:40 PM,"11308 HUNGRY HORSE DR, AUSTIN 5 ETJ, TX",11308,HUNGRY HORSE,AUSTIN 5 ETJ,78653,TRAVIS,3179053.13516017,10088750.1278575,30.31322482,-97.53636318,"(30.31322482, -97.53636318)",,560N,MU26,
14-00104775,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:58:40 PM,05/31/2014 02:13:18 PM,05/31/2014 04:00:46 PM,05/31/2014 04:58:40 PM,"1501 WARRIOR LN B, AUSTIN, TX",1501,WARRIOR,AUSTIN,78617,TRAVIS,3138996.77638362,10054601.5301373,30.22206335,-97.66586596,"(30.22206335, -97.66586596)",2,647A,MN18,2
14-00002361,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:53:42 PM,01/04/2014 06:59:06 PM,05/31/2014 03:55:48 PM,05/31/2014 04:53:42 PM,"10117 DIAMONDBACK TRL, AUSTIN, TX",10117,DIAMONDBACK,AUSTIN,78753,TRAVIS,3131722.75,10107203,30.36713261,-97.68492544,"(30.36713261, -97.68492544)",,526C,MM30,4
14-00104850,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 04:53:40 PM,05/31/2014 03:41:40 PM,05/31/2014 03:55:47 PM,05/31/2014 04:53:40 PM,"TWIN OAKS DR & SHOAL CREEK BLVD, AUSTIN, TX",,TWIN OAKS DR & SHOAL CREEK BLVD,AUSTIN,78757,TRAVIS,3112824.25,10098649,30.34484189,-97.74546574,"(30.34484189, -97.74546574)",7,525N,MJ29,7
14-00104236,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 04:53:41 PM,05/30/2014 07:07:00 PM,05/31/2014 03:55:47 PM,05/31/2014 04:53:41 PM,"10117 DIAMONDBACK TRL, AUSTIN, TX",10117,DIAMONDBACK,AUSTIN,78753,TRAVIS,3131722.75,10107203,30.36713261,-97.68492544,"(30.36713261, -97.68492544)",4,526C,MM30,4
14-00104858,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 03:54:13 PM,05/31/2014 03:54:13 PM,05/31/2014 03:54:13 PM,,"115 W KOENIG LN 210, AUSTIN, TX",115,KOENIG,AUSTIN,78751,TRAVIS,3121062.13368997,10090690.0367411,30.32243441,-97.71995005,"(30.32243441, -97.71995005)",4,555G,MK27,4
14-00104690,PRMTPOOL,Park Maintenance - Pool Issues,Parks & Recreation Department,Phone,Open,05/31/2014 12:50:23 PM,05/31/2014 12:50:23 PM,05/31/2014 03:50:02 PM,,"1101 W 33RD ST, AUSTIN, TX",1101,33RD,AUSTIN,78705,TRAVIS,3112706.04000001,10083225.92,30.30245363,-97.74697707,"(30.30245363, -97.74697707)",10,555W,MJ25,10
14-00104845,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,Closed,05/31/2014 03:49:17 PM,05/31/2014 03:37:29 PM,05/31/2014 03:49:18 PM,05/31/2014 03:49:17 PM,"5900 ARROYO SECO, AUSTIN, TX",5900,ARROYO SECO,AUSTIN,78756,TRAVIS,3116313.76357402,10094186.4508747,30.33235134,-97.73473681,"(30.33235134, -97.73473681)",7,525X,MJ28,7
14-00104851,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 03:46:24 PM,05/31/2014 03:44:48 PM,05/31/2014 03:46:25 PM,05/31/2014 03:46:24 PM,"1500 FARO DR, AUSTIN, TX 78741",1500,FARO,AUSTIN,78741,TRAVIS,3123697.75,10058703,30.234337,-97.71398587,"(30.234337, -97.71398587)",3,615V,MK19,3
14-00102126,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 04:43:39 PM,05/28/2014 12:14:07 PM,05/31/2014 03:45:45 PM,05/31/2014 04:43:39 PM,"4534 WEST GATE BLVD 100, AUSTIN, TX",4534,WEST GATE,AUSTIN,78745,TRAVIS,3096351.7296208,10056955.7947826,30.23127522,-97.80068213,"(30.23127522, -97.80068213)",5,613Z,MF19,5
14-00104838,PRTRROWE,Tree Issue ROW/Emergency (PARD),Parks & Recreation Department,Phone,Open,05/31/2014 03:31:46 PM,05/31/2014 03:31:46 PM,05/31/2014 03:45:00 PM,,"1600 WEST LYNN ST, AUSTIN, TX",1600,WEST LYNN,AUSTIN,78703,TRAVIS,3109503.25,10076628,30.28452121,-97.75760738,"(30.28452121, -97.75760738)",9,584M,MH23,9
14-00104849,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/31/2014 03:41:07 PM,05/31/2014 03:41:07 PM,05/31/2014 03:41:07 PM,,"WOODWARD ST & PARKER LN, AUSTIN, TX",,WOODWARD ST & PARKER LN,AUSTIN,78741,TRAVIS,3114373.7,10053133.51,30.2196276,-97.7439135,"(30.2196276, -97.7439135)",3,645E,MJ18,3
14-00103101,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 04:38:38 PM,05/29/2014 01:51:28 PM,05/31/2014 03:40:45 PM,05/31/2014 04:38:38 PM,"1402 VALLEYRIDGE DR A, AUSTIN, TX",1402,VALLEYRIDGE,AUSTIN,78704,TRAVIS,3104551.4706885,10058759.453029,30.23571732,-97.77459351,"(30.23571732, -97.77459351)",3,614T,MG19,3
14-00104807,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/31/2014 03:40:37 PM,05/31/2014 02:40:41 PM,05/31/2014 03:40:38 PM,05/31/2014 03:40:37 PM,"E FAWNRIDGE DR & GEORGIAN DR, AUSTIN, TX",,E FAWNRIDGE DR & GEORGIAN DR,AUSTIN,78753,TRAVIS,3128663,10103920,30.35830811,-97.69487182,"(30.35830811, -97.69487182)",4,526F,ML30,4
14-00104846,PRMTPOOL,Park Maintenance - Pool Issues,Parks & Recreation Department,Phone,Open,05/31/2014 03:38:41 PM,05/31/2014 03:38:41 PM,05/31/2014 03:38:41 PM,,"1811 W 11TH ST, AUSTIN, TX",1811,11TH,AUSTIN,78703,TRAVIS,3107589.16030751,10075631.149912,30.28190272,-97.76374293,"(30.28190272, -97.76374293)",9,584L,MH23,9
14-00104843,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 03:36:06 PM,05/31/2014 03:36:06 PM,05/31/2014 03:36:06 PM,,"6611 HERGOTZ LN, AUSTIN, TX",6611,HERGOTZ,AUSTIN,78742,TRAVIS,3133107.7131675,10062906.0573588,30.24527775,-97.68388018,"(30.24527775, -97.68388018)",3,616L,MM20,3
14-00104841,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/31/2014 03:34:24 PM,05/31/2014 03:34:24 PM,05/31/2014 03:34:24 PM,,"161 W SLAUGHTER LN, AUSTIN, TX",161,SLAUGHTER,AUSTIN,78748,TRAVIS,3099887.61574949,10033688.6710092,30.16709541,-97.79117233,"(30.16709541, -97.79117233)",5,674S,MG13,5
14-00104840,SBSIDERE,Sidewalk Repair,Public Works,Phone,New,05/31/2014 03:33:39 PM,05/31/2014 03:33:39 PM,05/31/2014 03:33:39 PM,,"OAK SPRINGS DR & AIRPORT BLVD, AUSTIN, TX",,OAK SPRINGS DR & AIRPORT BLVD,AUSTIN,78721,TRAVIS,3128434.75,10073082,30.2735547,-97.6979115,"(30.2735547, -97.6979115)",3,586T,ML22,3
14-00104839,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,New,05/31/2014 03:32:10 PM,05/31/2014 03:32:10 PM,05/31/2014 03:32:10 PM,,"2000 BURTON DR 244, AUSTIN, TX",2000,BURTON,AUSTIN,78741,TRAVIS,3118047.67260762,10058329.5090889,30.23367486,-97.73189993,"(30.23367486, -97.73189993)",3,615T,MJ19,3
14-00104837,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 03:30:47 PM,05/31/2014 03:30:47 PM,05/31/2014 03:30:47 PM,,"3803 AVENUE H, AUSTIN, TX",3803,AVENUE H,AUSTIN,78751,TRAVIS,3117898.90541348,10082197.9365415,30.29929486,-97.73060267,"(30.29929486, -97.73060267)",9,555X,MJ25,9
14-00103810,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 04:28:38 PM,05/30/2014 11:04:13 AM,05/31/2014 03:30:45 PM,05/31/2014 04:28:38 PM,"6404 BRADSHER DR E, AUSTIN, TX",6404,BRADSHER,AUSTIN,78745,TRAVIS,3102247.7276811,10045310.8981608,30.19889465,-97.78286294,"(30.19889465, -97.78286294)",2,644S,MG16,2
14-00100535,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:28:37 PM,05/26/2014 08:58:24 AM,05/31/2014 03:30:44 PM,05/31/2014 04:28:37 PM,"4709 PREAKNESS DR, AUSTIN, TX",4709,PREAKNESS,AUSTIN,78617,TRAVIS,3147606.7783539,10039421.3013888,30.17976588,-97.63977701,"(30.17976588, -97.63977701)",,677L,MP14,
14-00104835,WWREPORT,Water Waste Report,Austin Water Utility,Field Request,Closed,05/31/2014 03:27:30 PM,05/31/2014 03:23:49 PM,05/31/2014 03:27:30 PM,05/31/2014 03:27:30 PM,"1340 AIRPORT COMMERCE DR, AUSTIN, TX 78741",1340,AIRPORT COMMERCE,AUSTIN,78741,TRAVIS,3132289.89,10055250.6,30.22428791,-97.68704611,"(30.22428791, -97.68704611)",3,646C,MM18,3
14-00103888,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 04:23:38 PM,05/30/2014 12:20:05 PM,05/31/2014 03:25:44 PM,05/31/2014 04:23:38 PM,"2800 LOCKE LN A, AUSTIN, TX",2800,LOCKE,AUSTIN,78704,TRAVIS,3105879.50253411,10060498.8759354,30.24041469,-97.77026238,"(30.24041469, -97.77026238)",3,614Q,MH20,3
14-00104010,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:23:37 PM,05/30/2014 03:00:39 PM,05/31/2014 03:25:43 PM,05/31/2014 04:23:37 PM,"LORRAIN ST &W 12TH ST, AUSTIN, TX",,LORRAIN ST &W 12TH ST,AUSTIN,78703,TRAVIS,3109994.5,10074558,30.2787998,-97.75620334,"(30.2787998, -97.75620334)",9,584R,MH23,9
14-00099194,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 04:18:40 PM,05/23/2014 06:38:12 PM,05/31/2014 03:20:46 PM,05/31/2014 04:18:40 PM,"1215 PASADENA DR, AUSTIN, TX",1215,PASADENA,AUSTIN,78757,TRAVIS,3120173.17726545,10098365.8336074,30.34359136,-97.72219578,"(30.34359136, -97.72219578)",7,525U,MK28,7
14-00098038,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:18:39 PM,05/22/2014 12:23:09 PM,05/31/2014 03:20:46 PM,05/31/2014 04:18:39 PM,"2102 WOODMONT AVE, AUSTIN, TX",2102,WOODMONT,AUSTIN,78703,TRAVIS,3107412.10039787,10078380.4744594,30.28947147,-97.76410258,"(30.28947147, -97.76410258)",10,584G,MH24,10
14-00097596,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 04:18:39 PM,05/21/2014 07:32:00 PM,05/31/2014 03:20:45 PM,05/31/2014 04:18:39 PM,"1100 KINGSBURY ST, AUSTIN, TX",1100,KINGSBURY,AUSTIN,78703,TRAVIS,3111445.84675521,10075377.5372084,30.28096006,-97.75154644,"(30.28096006, -97.75154644)",,584M,MH23,9
14-00104824,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 04:18:37 PM,05/31/2014 03:07:53 PM,05/31/2014 03:20:44 PM,05/31/2014 04:18:37 PM,"1600 CITY PARK RD, AUSTIN, TX",1600,CITY PARK,AUSTIN,78730,TRAVIS,3083069.51062501,10091421.636875,30.32684295,-97.84028351,"(30.32684295, -97.84028351)",10,552D,MD27,10
14-00104802,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 04:18:38 PM,05/31/2014 02:32:29 PM,05/31/2014 03:20:44 PM,05/31/2014 04:18:38 PM,"1600 CITY PARK RD, AUSTIN, TX",1600,CITY PARK,AUSTIN,78730,TRAVIS,3083069.51062501,10091421.636875,30.32684295,-97.84028351,"(30.32684295, -97.84028351)",10,552D,MD27,10
